,STATION,MAE,MSE,MAPE,MDAPE,RMSE,R2,CORR
0,5.0,6.938063187039898,451.70814701167814,4776.721467409909,49.93791392765844,21.25342671221933,-5.313469544750744,0.18728307580486975
1,10.0,6.932848968585099,427.04273706247767,3046.3349391825677,40.51282476015538,20.665012389603778,-4.802108838885789,0.20386511116006412
2,11.0,7.126432446004239,442.7653964189152,8559.409499004743,55.45061080223937,21.04199126553652,-6.856392074083204,0.18198382142983555
3,8.666666666666666,6.999114867209745,440.50542683102367,5460.821968532407,48.63378316335106,20.98681012245321,-5.657323485906578,0.19104400279825648
