x`,STATION,MAE,MSE,MAPE,MDAPE,RMSE,R2,CORR
0,0.0,4.993611703769726,61.867775559888706,5979.680944404889,44.061614589331604,7.865607132312719,0.3615311147931263,0.645557214232207
1,1.0,4.533868519025819,68.0780646351981,10246.127275830484,29.51523845575823,8.250943257300834,0.40208658603882064,0.6451074160660063
2,2.0,5.8635414681298235,55.017930927624334,4543.9877483663795,67.50957321488659,7.417407291474854,0.23242885058256513,0.6554167672798875
3,4.0,5.510633806900999,43.283115790097995,13341.563097346443,70.86003678362172,6.578990484116693,0.2978109530574895,0.7799215500057404
4,5.0,5.635394832761659,48.13183107011869,8517.651524085883,71.4942768200907,6.937710794643914,0.32726728175122843,0.7604241349507744
5,16.0,5.676037119592707,45.81885434193327,8568.113947019378,71.89719491464672,6.768962575013491,0.30894257427847827,0.7665770271378611
6,4.666666666666667,5.368847908363455,53.69959538747685,8532.85408950891,59.222989129722585,7.303270255810418,0.32167789341695135,0.708834018278746
